Crop,Season,State,Annual_Rainfall,Fertilizer,Pesticide
Sunflower,Rabi       ,Punjab,585.5,811000,1750
Urad,Kharif     ,Punjab,585.5,324400,700
Wheat,Rabi       ,Punjab,585.5,570944000,1232000
Arhar/Tur,Kharif     ,Telangana,1350.3,47971136.6,103513.55
Arhar/Tur,Rabi       ,Telangana,1350.3,58392,126
Bajra,Kharif     ,Telangana,1350.3,84181.8,181.65
Bajra,Rabi       ,Telangana,1350.3,1209849.8,2610.65
Banana,Kharif     ,Telangana,1350.3,246219.6,531.3
Cashewnut,Kharif     ,Telangana,1350.3,244759.8,528.15
Castor seed,Kharif     ,Telangana,1350.3,3161115.8,6821.15
Castor seed,Rabi       ,Telangana,1350.3,75098.6,162.05
Coriander,Kharif     ,Telangana,1350.3,1135.4,2.45
Coriander,Rabi       ,Telangana,1350.3,163011,351.75
Cotton(lint),Kharif     ,Telangana,1350.3,298405017,643907.25
Cowpea(Lobia),Kharif     ,Telangana,1350.3,212482,458.5
Cowpea(Lobia),Rabi       ,Telangana,1350.3,636635,1373.75
Dry chillies,Kharif     ,Telangana,1350.3,12093469.8,26095.65
Dry chillies,Rabi       ,Telangana,1350.3,1291436.4,2786.7
Garlic,Rabi       ,Telangana,1350.3,13949.2,30.1
Ginger,Kharif     ,Telangana,1350.3,261953,565.25
Ginger,Rabi       ,Telangana,1350.3,1297.6,2.8
Gram,Rabi       ,Telangana,1350.3,16932220.2,36536.85
Groundnut,Kharif     ,Telangana,1350.3,2134065.4,4604.95
Groundnut,Rabi       ,Telangana,1350.3,18386181,39674.25
Horse-gram,Kharif     ,Telangana,1350.3,23356.8,50.4
Horse-gram,Rabi       ,Telangana,1350.3,119379.2,257.6
Jowar,Kharif     ,Telangana,1350.3,5659806.8,12212.9
Jowar,Rabi       ,Telangana,1350.3,3436207,7414.75
Maize,Kharif     ,Telangana,1350.3,69152672.4,149219.7
Maize,Rabi       ,Telangana,1350.3,18932632.8,40853.4
Moong(Green Gram),Kharif     ,Telangana,1350.3,10647294.6,22975.05
Moong(Green Gram),Rabi       ,Telangana,1350.3,1078305.6,2326.8
Onion,Kharif     ,Telangana,1350.3,780506.4,1684.2
Onion,Rabi       ,Telangana,1350.3,1203848.4,2597.7
Potato,Kharif     ,Telangana,1350.3,1297.6,2.8
Potato,Rabi       ,Telangana,1350.3,314505.8,678.65
Ragi,Kharif     ,Telangana,1350.3,167714.8,361.9
Ragi,Rabi       ,Telangana,1350.3,28547.2,61.6
Rice,Kharif     ,Telangana,1350.3,192898620.8,416242.4
Rice,Rabi       ,Telangana,1350.3,120434797.6,259877.8
Safflower,Rabi       ,Telangana,1350.3,413934.4,893.2
Sesamum,Kharif     ,Telangana,1350.3,124894,269.5
Sesamum,Rabi       ,Telangana,1350.3,2740044.6,5912.55
Small millets,Kharif     ,Telangana,1350.3,15571.2,33.6
Small millets,Rabi       ,Telangana,1350.3,3892.8,8.4
Soyabean,Kharif     ,Telangana,1350.3,24023928.6,51839.55
Sugarcane,Kharif     ,Telangana,1350.3,6459452.8,13938.4
Sunflower,Kharif     ,Telangana,1350.3,20112.8,43.4
Sunflower,Rabi       ,Telangana,1350.3,391550.8,844.9
Sweet potato,Kharif     ,Telangana,1350.3,973.2,2.1
Sweet potato,Rabi       ,Telangana,1350.3,13462.6,29.05
Tobacco,Kharif     ,Telangana,1350.3,186530,402.5
Tobacco,Rabi       ,Telangana,1350.3,468920.2,1011.85
Turmeric,Kharif     ,Telangana,1350.3,8613468.8,18586.4
Urad,Kharif     ,Telangana,1350.3,4344202.6,9374.05
Urad,Rabi       ,Telangana,1350.3,857875.8,1851.15
Wheat,Rabi       ,Telangana,1350.3,785696.8,1695.4
Arhar/Tur,Kharif     ,Tripura,2169.1,897452.6,1936.55
Cotton(lint),Kharif     ,Tripura,2169.1,131706.4,284.2
Cowpea(Lobia),Kharif     ,Tripura,2169.1,672319,1450.75
Gram,Rabi       ,Tripura,2169.1,41685.4,89.95
Groundnut,Kharif     ,Tripura,2169.1,203885.4,439.95
Groundnut,Rabi       ,Tripura,2169.1,161226.8,347.9
Jowar,Kharif     ,Tripura,2169.1,91318.6,197.05
Jowar,Rabi       ,Tripura,2169.1,64393.4,138.95
Jute,Kharif     ,Tripura,2169.1,106403.2,229.6
Khesari,Rabi       ,Tripura,2169.1,4541.6,9.8
Maize,Kharif     ,Tripura,2169.1,2192781.8,4731.65
Maize,Rabi       ,Tripura,2169.1,399498.6,862.05
Masoor,Rabi       ,Tripura,2169.1,407933,880.25
Mesta,Kharif     ,Tripura,2169.1,79964.6,172.55
Moong(Green Gram),Kharif     ,Tripura,2169.1,337700.4,728.7
Moong(Green Gram),Rabi       ,Tripura,2169.1,318074.2,686.35
Other  Rabi pulses,Rabi       ,Tripura,2169.1,139005.4,299.95
Other Kharif pulses,Kharif     ,Tripura,2169.1,19950.6,43.05
Peas & beans (Pulses),Rabi       ,Tripura,2169.1,550344.6,1187.55
Rapeseed &Mustard,Rabi       ,Tripura,2169.1,1253643.8,2705.15
Rice,Autumn     ,Tripura,2169.1,5732148,12369
Rice,Kharif     ,Tripura,2169.1,2494960.4,5383.7
Rice,Summer     ,Tripura,2169.1,11474352.4,24759.7
Rice,Winter     ,Tripura,2169.1,23989380,51765
Sesamum,Kharif     ,Tripura,2169.1,1130047.4,2438.45
Small millets,Kharif     ,Tripura,2169.1,94562.6,204.05
Soyabean,Kharif     ,Tripura,2169.1,9083.2,19.6
Soyabean,Rabi       ,Tripura,2169.1,7299,15.75
Sugarcane,Whole Year ,Tripura,2169.1,107376.4,231.7
Urad,Kharif     ,Tripura,2169.1,409717.2,884.1
Urad,Rabi       ,Tripura,2169.1,378574.8,816.9
Wheat,Rabi       ,Tripura,2169.1,25465.4,54.95
other oilseeds,Rabi       ,Tripura,2169.1,8596.6,18.55
Arhar/Tur,Kharif     ,Uttar Pradesh,792.8,40643265,87701.25
Bajra,Kharif     ,Uttar Pradesh,792.8,142204632.8,306853.4
Banana,Summer     ,Uttar Pradesh,792.8,11430396.2,24664.85
Barley,Rabi       ,Uttar Pradesh,792.8,24472736,52808
Coriander,Rabi       ,Uttar Pradesh,792.8,1076197,2322.25
Cotton(lint),Kharif     ,Uttar Pradesh,792.8,924377.8,1994.65
Dry chillies,Kharif     ,Uttar Pradesh,792.8,2232358.6,4817.05
Garlic,Rabi       ,Uttar Pradesh,792.8,5565568.6,12009.55
Ginger,Kharif     ,Uttar Pradesh,792.8,146628.8,316.4
Gram,Rabi       ,Uttar Pradesh,792.8,92840522.6,200334.05
Groundnut,Kharif     ,Uttar Pradesh,792.8,16387390.4,35361.2
Guar seed,Kharif     ,Uttar Pradesh,792.8,328292.8,708.4
Jowar,Kharif     ,Uttar Pradesh,792.8,23922878,51621.5
Linseed,Rabi       ,Uttar Pradesh,792.8,4520514,9754.5
Maize,Kharif     ,Uttar Pradesh,792.8,109285169.6,235818.8
Maize,Rabi       ,Uttar Pradesh,792.8,2180292.4,4704.7
Maize,Summer     ,Uttar Pradesh,792.8,7431193,16035.25
Masoor,Rabi       ,Uttar Pradesh,792.8,77155458.2,166488.35
Moong(Green Gram),Kharif     ,Uttar Pradesh,792.8,8193533,17680.25
Moong(Green Gram),Summer     ,Uttar Pradesh,792.8,6725136.4,14511.7
Onion,Rabi       ,Uttar Pradesh,792.8,2389043.8,5155.15
Onion,Summer     ,Uttar Pradesh,792.8,2067887.8,4462.15
Peas & beans (Pulses),Rabi       ,Uttar Pradesh,792.8,54048284,116627
Potato,Rabi       ,Uttar Pradesh,792.8,92680917.8,199989.65
Rapeseed &Mustard,Rabi       ,Uttar Pradesh,792.8,122165958.2,263613.35
Rice,Kharif     ,Uttar Pradesh,792.8,956166242.6,2063244.05
Rice,Summer     ,Uttar Pradesh,792.8,4727319,10200.75
Sannhamp,Kharif     ,Uttar Pradesh,792.8,287094,619.5
Sesamum,Kharif     ,Uttar Pradesh,792.8,53081085.4,114539.95
Small millets,Kharif     ,Uttar Pradesh,792.8,985851.6,2127.3
Small millets,Summer     ,Uttar Pradesh,792.8,10218.6,22.05
Soyabean,Kharif     ,Uttar Pradesh,792.8,3685508.4,7952.7
Sugarcane,Kharif     ,Uttar Pradesh,792.8,360701171,778331.75
Sunflower,Summer     ,Uttar Pradesh,792.8,201939,435.75
Sweet potato,Kharif     ,Uttar Pradesh,792.8,2545404.6,5492.55
Tobacco,Rabi       ,Uttar Pradesh,792.8,4108039.4,8864.45
Tobacco,Summer     ,Uttar Pradesh,792.8,166255,358.75
Turmeric,Rabi       ,Uttar Pradesh,792.8,230324,497
Urad,Kharif     ,Uttar Pradesh,792.8,84585029.2,182520.1
Urad,Summer     ,Uttar Pradesh,792.8,7382370.8,15929.9
Wheat,Rabi       ,Uttar Pradesh,792.8,1598626980,3449565
Arhar/Tur,Kharif     ,Uttarakhand,1373,518877.8,1119.65
Barley,Rabi       ,Uttarakhand,1373,3069797.2,6624.1
Garlic,Whole Year ,Uttarakhand,1373,711084.8,1534.4
Gram,Rabi       ,Uttarakhand,1373,128949,278.25
Groundnut,Kharif     ,Uttarakhand,1373,114999.8,248.15
Horse-gram,Kharif     ,Uttarakhand,1373,2092055.6,4514.3
Linseed,Rabi       ,Uttarakhand,1373,2108.6,4.55
Maize,Kharif     ,Uttarakhand,1373,3449345.2,7443.1
Maize,Summer     ,Uttarakhand,1373,19139.6,41.3
Masoor,Rabi       ,Uttarakhand,1373,1456718.2,3143.35
Moong(Green Gram),Kharif     ,Uttarakhand,1373,162.2,0.35
Moth,Kharif     ,Uttarakhand,1373,3244,7
Onion,Whole Year ,Uttarakhand,1373,542559,1170.75
Other  Rabi pulses,Rabi       ,Uttarakhand,1373,811,1.75
Other Cereals,Kharif     ,Uttarakhand,1373,124569.6,268.8
Other Cereals,Rabi       ,Uttarakhand,1373,122461,264.25
Other Kharif pulses,Kharif     ,Uttarakhand,1373,2331300.6,5030.55
Other Summer Pulses,Summer     ,Uttarakhand,1373,486.6,1.05
Peas & beans (Pulses),Rabi       ,Uttarakhand,1373,900534.4,1943.2
Potato,Kharif     ,Uttarakhand,1373,1130534,2439.5
Potato,Rabi       ,Uttarakhand,1373,803701,1734.25
Ragi,Kharif     ,Uttarakhand,1373,15247448.8,32901.4
Rapeseed &Mustard,Rabi       ,Uttarakhand,1373,2131956.8,4600.4
Rice,Kharif     ,Uttarakhand,1373,39522625.2,85283.1
Rice,Summer     ,Uttarakhand,1373,2543620.4,5488.7
Sesamum,Kharif     ,Uttarakhand,1373,299745.6,646.8
Small millets,Kharif     ,Uttarakhand,1373,8731063.8,18840.15
Soyabean,Kharif     ,Uttarakhand,1373,1468558.8,3168.9
Sugarcane,Whole Year ,Uttarakhand,1373,15062378.6,32502.05
Sunflower,Kharif     ,Uttarakhand,1373,811,1.75
Sunflower,Summer     ,Uttarakhand,1373,486.6,1.05
Tobacco,Whole Year ,Uttarakhand,1373,162.2,0.35
Turmeric,Whole Year ,Uttarakhand,1373,212157.6,457.8
Urad,Kharif     ,Uttarakhand,1373,2026040.2,4371.85
Urad,Summer     ,Uttarakhand,1373,7947.8,17.15
Wheat,Rabi       ,Uttarakhand,1373,49868714.4,107608.2
other oilseeds,Kharif     ,Uttarakhand,1373,2757.4,5.95
other oilseeds,Rabi       ,Uttarakhand,1373,1297.6,2.8
Arhar/Tur,Rabi       ,West Bengal,2012.6,584731,1261.75
Bajra,Kharif     ,West Bengal,2012.6,11516.2,24.85
Barley,Rabi       ,West Bengal,2012.6,107863,232.75
Castor seed,Kharif     ,West Bengal,2012.6,3081.8,6.65
Coconut ,Whole Year ,West Bengal,2012.6,4998193,10785.25
Cotton(lint),Kharif     ,West Bengal,2012.6,58392,126
Gram,Rabi       ,West Bengal,2012.6,5824115.4,12567.45
Groundnut,Autumn     ,West Bengal,2012.6,635337.4,1370.95
Groundnut,Rabi       ,West Bengal,2012.6,1581125.6,3411.8
Groundnut,Summer     ,West Bengal,2012.6,8652883.4,18671.45
Horse-gram,Rabi       ,West Bengal,2012.6,227891,491.75
Jowar,Autumn     ,West Bengal,2012.6,10380.8,22.4
Jute,Kharif     ,West Bengal,2012.6,84061609.8,181390.65
Khesari,Rabi       ,West Bengal,2012.6,15003500,32375
Linseed,Rabi       ,West Bengal,2012.6,639879,1380.75
Maize,Autumn     ,West Bengal,2012.6,8703652,18781
Maize,Rabi       ,West Bengal,2012.6,16692164.2,36018.85
Maize,Summer     ,West Bengal,2012.6,17473968.2,37705.85
Masoor,Rabi       ,West Bengal,2012.6,27606440,59570
Mesta,Kharif     ,West Bengal,2012.6,1743812.2,3762.85
Moong(Green Gram),Kharif     ,West Bengal,2012.6,420746.8,907.9
Moong(Green Gram),Rabi       ,West Bengal,2012.6,156523,337.75
Moong(Green Gram),Summer     ,West Bengal,2012.6,9897119.6,21356.3
Niger seed,Kharif     ,West Bengal,2012.6,192044.8,414.4
Other  Rabi pulses,Rabi       ,West Bengal,2012.6,113540,245
Other Kharif pulses,Kharif     ,West Bengal,2012.6,298448,644
Peas & beans (Pulses),Rabi       ,West Bengal,2012.6,2773620,5985
Potato,Rabi       ,West Bengal,2012.6,70726012.4,152614.7
Potato,Summer     ,West Bengal,2012.6,265197,572.25
Ragi,Autumn     ,West Bengal,2012.6,531042.8,1145.9
Rapeseed &Mustard,Rabi       ,West Bengal,2012.6,98282332.6,212076.55
Rice,Autumn     ,West Bengal,2012.6,37464956,80843
Rice,Summer     ,West Bengal,2012.6,207534900,447825
Rice,Winter     ,West Bengal,2012.6,649139322.4,1400732.2
Safflower,Kharif     ,West Bengal,2012.6,973.2,2.1
Sannhamp,Kharif     ,West Bengal,2012.6,70394.8,151.9
Sesamum,Autumn     ,West Bengal,2012.6,185556.8,400.4
Sesamum,Summer     ,West Bengal,2012.6,38629389.8,83355.65
Sesamum,Winter     ,West Bengal,2012.6,78504.8,169.4
Small millets,Autumn     ,West Bengal,2012.6,42334.2,91.35
Small millets,Rabi       ,West Bengal,2012.6,836952,1806
Soyabean,Kharif     ,West Bengal,2012.6,67475.2,145.6
Sugarcane,Whole Year ,West Bengal,2012.6,3050171,6581.75
Sunflower,Kharif     ,West Bengal,2012.6,1371238.8,2958.9
Tobacco,Whole Year ,West Bengal,2012.6,2382880.2,5141.85
Urad,Kharif     ,West Bengal,2012.6,10816307,23339.75
Urad,Rabi       ,West Bengal,2012.6,1327769.2,2865.1
Wheat,Rabi       ,West Bengal,2012.6,18190243.4,39251.45
Arhar/Tur,Kharif     ,Arunachal Pradesh,2433.3,140671.44,303.03
Dry chillies,Whole Year ,Arunachal Pradesh,2433.3,626065.2,1348.65
Ginger,Whole Year ,Arunachal Pradesh,2433.3,1356904,2923
Groundnut,Kharif     ,Arunachal Pradesh,2433.3,158534.48,341.51
Maize,Kharif     ,Arunachal Pradesh,2433.3,8776936,18907
Masoor,Rabi       ,Arunachal Pradesh,2433.3,77979.04,167.98
Moong(Green Gram),Kharif     ,Arunachal Pradesh,2433.3,226379.68,487.66
Other  Rabi pulses,Rabi       ,Arunachal Pradesh,2433.3,218650.48,471.01
Other Kharif pulses,Kharif     ,Arunachal Pradesh,2433.3,430430.56,927.22
Peas & beans (Pulses),Kharif     ,Arunachal Pradesh,2433.3,115766.24,249.38
Peas & beans (Pulses),Rabi       ,Arunachal Pradesh,2433.3,636199.04,1370.48
Potato,Whole Year ,Arunachal Pradesh,2433.3,1064912,2294
Rapeseed &Mustard,Rabi       ,Arunachal Pradesh,2433.3,4854109.36,10456.57
Rice,Kharif     ,Arunachal Pradesh,2433.3,22929960,49395
Sesamum,Kharif     ,Arunachal Pradesh,2433.3,353482.08,761.46
Small millets,Kharif     ,Arunachal Pradesh,2433.3,4601450.4,9912.3
Soyabean,Kharif     ,Arunachal Pradesh,2433.3,538811.12,1160.69
Sugarcane,Whole Year ,Arunachal Pradesh,2433.3,368596.96,794.02
Sunflower,Kharif     ,Arunachal Pradesh,2433.3,98590.24,212.38
Turmeric,Whole Year ,Arunachal Pradesh,2433.3,143419.6,308.95
Urad,Kharif     ,Arunachal Pradesh,2433.3,197180.48,424.76
Urad,Rabi       ,Arunachal Pradesh,2433.3,249739.04,537.98
Wheat,Rabi       ,Arunachal Pradesh,2433.3,675016.8,1454.1
other oilseeds,Kharif     ,Arunachal Pradesh,2433.3,123151.92,265.29
Arhar/Tur,Kharif     ,Bihar,1194.7,2877667.04,6198.98
Bajra,Kharif     ,Bihar,1194.7,542589.84,1168.83
Barley,Rabi       ,Bihar,1194.7,1279440.24,2756.13
Castor seed,Kharif     ,Bihar,1194.7,14943.12,32.19
Coriander,Whole Year ,Bihar,1194.7,382853.04,824.73
Garlic,Whole Year ,Bihar,1194.7,283404,610.5
Ginger,Whole Year ,Bihar,1194.7,65440.56,140.97
Gram,Rabi       ,Bihar,1194.7,9069271.52,19536.74
Groundnut,Kharif     ,Bihar,1194.7,144450.16,311.17
Horse-gram,Kharif     ,Bihar,1194.7,1387305.52,2988.49
Jowar,Kharif     ,Bihar,1194.7,108380.56,233.47
Jute,Kharif     ,Bihar,1194.7,8311466.4,17904.3
Khesari,Rabi       ,Bihar,1194.7,7520339.84,16200.08
Linseed,Rabi       ,Bihar,1194.7,1417707.04,3053.98
Maize,Autumn     ,Bihar,1194.7,35950570.32,77443.59
Maize,Rabi       ,Bihar,1194.7,51745791.68,111469.16
Maize,Summer     ,Bihar,1194.7,27921820.88,60148.31
Masoor,Rabi       ,Bihar,1194.7,24569580.96,52927.02
Mesta,Kharif     ,Bihar,1194.7,2352596.72,5067.89
Moong(Green Gram),Kharif     ,Bihar,1194.7,1268104.08,2731.71
Moong(Green Gram),Summer     ,Bihar,1194.7,27187031.6,58565.45
Onion,Rabi       ,Bihar,1194.7,2226868.4,4797.05
Other  Rabi pulses,Rabi       ,Bihar,1194.7,187390.16,403.67
Other Kharif pulses,Kharif     ,Bihar,1194.7,289243.84,623.08
Peas & beans (Pulses),Rabi       ,Bihar,1194.7,2984845.28,6429.86
Potato,Rabi       ,Bihar,1194.7,14236842.88,30668.56
Potato,Winter     ,Bihar,1194.7,12741328.56,27446.97
Ragi,Kharif     ,Bihar,1194.7,473198.8,1019.35
Rapeseed &Mustard,Rabi       ,Bihar,1194.7,12923222.4,27838.8
Rice,Autumn     ,Bihar,1194.7,76255428.4,164267.05
Rice,Summer     ,Bihar,1194.7,10374132.24,22347.63
Rice,Winter     ,Bihar,1194.7,445378145.8,959419.62
Safflower,Rabi       ,Bihar,1194.7,14599.6,31.45
Sannhamp,Kharif     ,Bihar,1194.7,154584,333
Sesamum,Kharif     ,Bihar,1194.7,223116.24,480.63
Small millets,Kharif     ,Bihar,1194.7,351936.24,758.13
Soyabean,Kharif     ,Bihar,1194.7,3366496,7252
Sugarcane,Whole Year ,Bihar,1194.7,38455689.92,82840.04
Sunflower,Rabi       ,Bihar,1194.7,1387992.56,2989.97
Tobacco,Whole Year ,Bihar,1194.7,1763288.16,3798.42
Turmeric,Whole Year ,Bihar,1194.7,486767.84,1048.58
Urad,Kharif     ,Bihar,1194.7,1219839.52,2627.74
Wheat,Rabi       ,Bihar,1194.7,369314916.8,795566.6
Arhar/Tur,Kharif     ,Chhattisgarh,1420.3,6144542.24,13236.38
Bajra,Kharif     ,Chhattisgarh,1420.3,16488.96,35.52
Bajra,Whole Year ,Chhattisgarh,1420.3,344894.08,742.96
Barley,Rabi       ,Chhattisgarh,1420.3,306763.36,660.82
Castor seed,Kharif     ,Chhattisgarh,1420.3,2061.12,4.44
Coconut ,Whole Year ,Chhattisgarh,1420.3,9446.8,20.35
Coriander,Whole Year ,Chhattisgarh,1420.3,245788.56,529.47
Cotton(lint),Whole Year ,Chhattisgarh,1420.3,462377.92,996.04
Dry chillies,Whole Year ,Chhattisgarh,1420.3,843856.88,1817.81
Garlic,Whole Year ,Chhattisgarh,1420.3,187390.16,403.67
Ginger,Whole Year ,Chhattisgarh,1420.3,199585.12,429.94
Gram,Rabi       ,Chhattisgarh,1420.3,72127863.84,155375.58
Groundnut,Kharif     ,Chhattisgarh,1420.3,3796239.52,8177.74
Horse-gram,Kharif     ,Chhattisgarh,1420.3,4462840.08,9613.71
Horse-gram,Rabi       ,Chhattisgarh,1420.3,59257.2,127.65
Jowar,Whole Year ,Chhattisgarh,1420.3,337680.16,727.42
Jute,Kharif     ,Chhattisgarh,1420.3,6011.6,12.95
Khesari,Rabi       ,Chhattisgarh,1420.3,32391874.88,69777.56
Linseed,Rabi       ,Chhattisgarh,1420.3,2233567.04,4811.48
Maize,Kharif     ,Chhattisgarh,1420.3,22403172.08,48260.21
Masoor,Rabi       ,Chhattisgarh,1420.3,2464240.72,5308.39
Mesta,Kharif     ,Chhattisgarh,1420.3,95498.56,205.72
Moong(Green Gram),Kharif     ,Chhattisgarh,1420.3,610435.04,1314.98
Moong(Green Gram),Rabi       ,Chhattisgarh,1420.3,468561.28,1009.36
Moong(Green Gram),Summer     ,Chhattisgarh,1420.3,26279.28,56.61
Niger seed,Kharif     ,Chhattisgarh,1420.3,6237979.68,13437.66
Onion,Whole Year ,Chhattisgarh,1420.3,754885.2,1626.15
Other  Rabi pulses,Rabi       ,Chhattisgarh,1420.3,476118.72,1025.64
Other Kharif pulses,Kharif     ,Chhattisgarh,1420.3,723624.88,1558.81
Peas & beans (Pulses),Rabi       ,Chhattisgarh,1420.3,2001862.8,4312.35
Potato,Kharif     ,Chhattisgarh,1420.3,299034.16,644.17
Potato,Rabi       ,Chhattisgarh,1420.3,1535019.12,3306.69
Ragi,Kharif     ,Chhattisgarh,1420.3,767080.16,1652.42
Rapeseed &Mustard,Rabi       ,Chhattisgarh,1420.3,6016065.76,12959.62
Rice,Kharif     ,Chhattisgarh,1420.3,732731938.7,1578428.14
Safflower,Rabi       ,Chhattisgarh,1420.3,17176,37
Sannhamp,Kharif     ,Chhattisgarh,1420.3,80898.96,174.27
Sesamum,Kharif     ,Chhattisgarh,1420.3,2568155.52,5532.24
Small millets,Kharif     ,Chhattisgarh,1420.3,10839773.6,23350.7
Soyabean,Kharif     ,Chhattisgarh,1420.3,12901237.12,27791.44
Sugarcane,Whole Year ,Chhattisgarh,1420.3,5365267.12,11557.69
Sunflower,Whole Year ,Chhattisgarh,1420.3,108037.04,232.73
Sweet potato,Whole Year ,Chhattisgarh,1420.3,286152.16,616.42
Tobacco,Whole Year ,Chhattisgarh,1420.3,1545.84,3.33
Turmeric,Whole Year ,Chhattisgarh,1420.3,176912.8,381.1
Urad,Kharif     ,Chhattisgarh,1420.3,12756099.92,27478.79
Urad,Rabi       ,Chhattisgarh,1420.3,308480.96,664.52
Wheat,Rabi       ,Chhattisgarh,1420.3,19971222.24,43021.38
Arhar/Tur,Kharif     ,Gujarat,1067.8,36533008.48,78698.26
Bajra,Kharif     ,Gujarat,1067.8,30461807.76,65619.87
Bajra,Summer     ,Gujarat,1067.8,46801164.8,100817.6
Banana,Whole Year ,Gujarat,1067.8,5191617.76,11183.62
Castor seed,Kharif     ,Gujarat,1067.8,126516870.2,272538.67
Cotton(lint),Kharif     ,Gujarat,1067.8,455960279.4,982215.32
Dry chillies,Whole Year ,Gujarat,1067.8,242868.64,523.18
Garlic,Whole Year ,Gujarat,1067.8,1943120.88,4185.81
Gram,Rabi       ,Gujarat,1067.8,69570700.96,149867.02
Groundnut,Kharif     ,Gujarat,1067.8,279844274,602831.75
Groundnut,Summer     ,Gujarat,1067.8,10206494.48,21986.51
Guar seed,Kharif     ,Gujarat,1067.8,24868443.36,53570.82
Jowar,Kharif     ,Gujarat,1067.8,4918862.88,10596.06
Jowar,Rabi       ,Gujarat,1067.8,3482777.52,7502.49
Maize,Kharif     ,Gujarat,1067.8,51614395.28,111186.11
Maize,Rabi       ,Gujarat,1067.8,22731061.92,48966.54
Maize,Summer     ,Gujarat,1067.8,947428.16,2040.92
Moong(Green Gram),Kharif     ,Gujarat,1067.8,15718101.12,33859.44
Moong(Green Gram),Summer     ,Gujarat,1067.8,7456788.64,16063.18
Moth,Kharif     ,Gujarat,1067.8,1985373.84,4276.83
Onion,Rabi       ,Gujarat,1067.8,7112238.08,15320.96
Onion,Summer     ,Gujarat,1067.8,1232549.76,2655.12
Other  Rabi pulses,Rabi       ,Gujarat,1067.8,6118950,13181.25
Other Cereals,Kharif     ,Gujarat,1067.8,49295.12,106.19
Other Kharif pulses,Kharif     ,Gujarat,1067.8,442797.28,953.86
Potato,Whole Year ,Gujarat,1067.8,20328311.28,43790.61
Ragi,Kharif     ,Gujarat,1067.8,1993446.56,4294.22
Rapeseed &Mustard,Rabi       ,Gujarat,1067.8,29648867.68,63868.66
Rice,Kharif     ,Gujarat,1067.8,145927124.2,314351.63
Rice,Summer     ,Gujarat,1067.8,9404031.76,20257.87
Sesamum,Kharif     ,Gujarat,1067.8,18886386.08,40684.46
Sesamum,Summer     ,Gujarat,1067.8,9570810.72,20617.14
Small millets,Rabi       ,Gujarat,1067.8,1404825.04,3026.23
Soyabean,Kharif     ,Gujarat,1067.8,17283178.24,37230.88
Sugarcane,Whole Year ,Gujarat,1067.8,27643054.4,59547.8
Tobacco,Kharif     ,Gujarat,1067.8,8284671.84,17846.58
Tobacco,Rabi       ,Gujarat,1067.8,19585621.04,42190.73
Urad,Kharif     ,Gujarat,1067.8,14851915.44,31993.53
Urad,Summer     ,Gujarat,1067.8,2311202.56,4978.72
Wheat,Rabi       ,Gujarat,1067.8,239345327.1,515590.19
Arhar/Tur,Kharif     ,Haryana,351.8,216932.88,467.31
Bajra,Kharif     ,Haryana,351.8,84660504,182373
Barley,Rabi       ,Haryana,351.8,2078296,4477
Castor seed,Kharif     ,Haryana,351.8,1148215.6,2473.45
Coriander,Whole Year ,Haryana,351.8,371619.936,800.532
Cotton(lint),Kharif     ,Haryana,351.8,124182480,267510
Garlic,Whole Year ,Haryana,351.8,531768.96,1145.52
Ginger,Whole Year ,Haryana,351.8,12710.24,27.38
Gram,Rabi       ,Haryana,351.8,7552287.2,16268.9
Groundnut,Kharif     ,Haryana,351.8,468046,1008.25
Guar seed,Kharif     ,Haryana,351.8,23326038.56,50248.22
Horse-gram,Kharif     ,Haryana,351.8,72998,157.25
Jowar,Kharif     ,Haryana,351.8,5139059.2,11070.4
Maize,Kharif     ,Haryana,351.8,1039148,2238.5
Masoor,Rabi       ,Haryana,351.8,150977.04,325.23
Moong(Green Gram),Kharif     ,Haryana,351.8,4096819.52,8825.24
Moth,Kharif     ,Haryana,351.8,70421.6,151.7
Onion,Whole Year ,Haryana,351.8,4079128.24,8787.13
Peas & beans (Pulses),Kharif     ,Haryana,351.8,2360669.44,5085.28
Peas & beans (Pulses),Rabi       ,Haryana,351.8,509783.68,1098.16
Potato,Whole Year ,Haryana,351.8,6561232,14134
Rapeseed &Mustard,Rabi       ,Haryana,351.8,109308064,235468
Rice,Kharif     ,Haryana,351.8,267756664,576793
Sesamum,Kharif     ,Haryana,351.8,72482.72,156.14
Sugarcane,Whole Year ,Haryana,351.8,16540488,35631
Sunflower,Kharif     ,Haryana,351.8,1554428,3348.5
Turmeric,Whole Year ,Haryana,351.8,301095.28,648.61
Urad,Kharif     ,Haryana,351.8,45516.4,98.05
Wheat,Rabi       ,Haryana,351.8,435205488,937506
other oilseeds,Rabi       ,Haryana,351.8,858800,1850
Arhar/Tur,Kharif     ,Himachal Pradesh,1217.7,13225.52,28.49
Bajra,Kharif     ,Himachal Pradesh,1217.7,18378.32,39.59
Barley,Rabi       ,Himachal Pradesh,1217.7,3504591.04,7549.48
Coriander,Rabi       ,Himachal Pradesh,1217.7,22328.8,48.1
Cotton(lint),Kharif     ,Himachal Pradesh,1217.7,2576.4,5.55
Dry chillies,Kharif     ,Himachal Pradesh,1217.7,100136.08,215.71
Garlic,Rabi       ,Himachal Pradesh,1217.7,677249.68,1458.91
